review,polarity
great game ive enjoyed playing ever since i downloaded it this summer i like it much more than the first one the challenges and visuals are improved as well as the way you run through the game highly recommend,1
lifesaver this app is the one i use to keep track of my christmas shopping my christmas notebook has separate notes for each person i can check the notes to make sure i dont duplicate but i use it all year around for med lists for my mom grocery lists pictures i need its a lifesaver for my overworked memory,1
surprised been atleast years since i switched to chrome on pc it was by chance and some luck that i stumbled upon firefox for android im absolutely hooked proper tabbed browsing helps me keep my jungle of open app state screenshots a lot simpler my favorite feature would be queing new links from other apps to be opened later neato made me install firefox again on all my other devices after a long time good going mozilla đ,1
makes life better evernote has saved my bacon multiple times because i could easily find a picture of my drivers license or info on airline clubs or a receipt i needed i used to keep info like that in contacts and it is much more difficult to search for that way and it clogs up your contacts plus you can save screenshots websites pictures anything and they are searchable,1
when i open it download but it stop when it reaches to the letter o and it wont move even if there is strong connectionplease fix it i really want to play,0
simple and powerfull its fast small and perfectly designed for phone with low ram like my htc one if your official facebook application always crashes and takes a lot of space on your phone i highly recommend you this browser the facebook feature is amazing its very fast and notifications popups even when the browser is close i love it,1
saved pages list should be in alphabetical order as well as in newest to oldest order dear opera mini i hold back one star for not giving us a choice to view the saved pages list in alphabetical order as well as in newest to oldest order please improve on that one thing and i would love to rate five stars to this beautiful browser opera mini,0
annoying in app purchases a great product but constant popups encouraging you to upgrade ruin the experience,0
this used to be my favorite app this was the only app that i used for messaging for quite a while that was all the way up until the notifications stopped working this has been a major annoyance and has proved to be extremely problematic as well i love everything about this app apart from the fact that it does not notify me when i get a message since this is a google application youd think that a bug so simple would be gotten rid of but i must say im quite disappointed with the google team,0
download issues using asus zenfon and several times doesnt let me download anything shows the text downloading but doesnt please fix the issue otherwise pretty smooth,0
too bad but improving the earlier version was so nice i have been using that one since the days of nokia symbian the new one is double the size and takes more space its not even as fast as the earlier one what a shame seems improved after update,0
please fix this new version new version seems not good i cannot open my viber account when i tried to open it itll automatically stopped please fix this one thank you,0
very good aap i can delete my importent picks without aney kind of risk just beacouse of drop box,1
buggy when i edit a post through the mobile app that post freezes and even restarting the phone doesnt resolve unfreeze this doesnt happen via the desktop app on my pc not did it happen with previous android app version,0
the new features suck for those of us who dont have a working back button can you guys make the videos able to be slid to the left to exit the video as i have to force close facebook to exit,0
cant call i cant make out going calls to anyone on facebook when the person im calling answers the call it says contacting then after a few mins an operator says that the person in calling cant be reach and that i have to leave a message after the beep,0
bookmarking is no good i used to be able to pick where i bookmarked something when i made it now it saves default to mobile bookmarks folder and i then have to go find the bookmark and edit it to move it where i want it also when opening bookmarks list it does not open where i was last it opens up a random list of bookmarks it was perfectly fine how it was previously now its just rediculus,0
its really good but not everyone in your address book is exactly a friend sometimes u dont want certain people to see ua status or dps even if u knw them well so if there could be an additional feature like a favourite list or something like that i would give it a star fo sure,1
not working at all after updatinghangs phone nd freezes entirely it takes too much time to open sometime please resolve this as soon as possible,0
its really lovely apps i am allready using a another mobiles so knows that about facilities,1
is a shame that when you share picture with your contact all people that has google account sees all the pictures and those pictures supposed to be a private picture that was shared between contact đąđąđą,0
this update sucks i cant open the game anymore just crashed damn it i have an on going war but the app wont run if there is a half star option to rate this i would give you that fix this asap,0
brilliant the best application ive found so far for team collaborations,1
very bad i use xperia x and i think this app sucks it never logs in no matter how many times i change the password it always says its not the right one it also is not categorizes as a safe app since its certificate is different then its name so the antivirus has to be off for it to connect futhermore it has no way to be synced to the google account that allows you acces on the internet version,0
chat why you would make it so it changes the chat colour and name for both people i have no idea update it so changes only the person doing it and will be,0
new message notification fault it doesnt notify you of new messages real time you can only identify new messages if you open the app therefore you can not respond to messages real time,0
bait and switch i purchased my rd samsung tablet with advertisement of free gifts one of them being additional gb cloud storage for years the nd samsung tablet i bought also had this free gift and it was a nightmare to get samsung and dropbox to honor it so after buying this rd high end tablet with the same claim of the free gb for years in the fine print which you can only see after purchasing the tablet dropbox only honors the offer on the first device you purchased and you are disqualified for all future devices this is sleazy and bait and switch free not subject to any compensation encumbrance repayment in kind etc because of this bait and switch advertising on the part of samsung and dropbox i suggest you really find out what kind of company dropbox is before using their services,0
posting issues for the last week theres been a ghost post at the top of all my feeds from when i uploaded a photo closing the app fully has not fixed it and it doesnt happen on any other platform trying an uninstall to fix it,0
not usable no matter what i try i cannot save images from web pages it downloads the html files instead of jpeg,0
wont load everytime i try to use facebook well lately it says trouble loading in every aspect its been doing this for days ive tried restarting my phone closing the app it doesnt work,0
viber i think so shes going to you guys you know figure out free for the rings sometimes i forget to ring in all forget to the shop the message of this one now ill let you know no i hope you figure out later so thats my paper right,0
the app wont load since this update the app doesnt even loadit just stuck on downloading content and then restarttry to uninstall and reinstall it but its going the same error all the wayplease fix this,0
camera option is horrible you cant crop the image sideways it has to be perfect square or rectangle camscanner or microsoft lens are better options for document images and it needs notebooks within notebooks the camera flash always on and when you do needs it it takes very long time to turn itself off after taking the picture the document camera likewise needs to detect the edge of the document editing the images must be done within the interface without going through skitch,0
loved it,1
cool really great and awesome graphics offline is great for going to a nowifi place love it,1
just one irritating issue very nice app except one issue there is no option of select all for photos inside a folder i have to select each photo individually and there is no option to download or make offline the entire folder one of the above options must be there,1
very poor service now a days for the last one month viber service is detoriated day by daynow the application respond too slow even in g network in wifi the message is always displayed that no network available please check your internet connection what happend to developer team are they sleeping from google market viber has disappeared suddenly,0
great simple and great apps for news lover i always used to read news from ekantipur website but now this has made my task times easier thanks to the developer,1
sort option not working they have just provided options for sort new to older but it never works,0
new update sucks no more dead bases farming is now impossible unless you buy gems to boost barracks or buy loot used to play a few hours a day now if i play once a week its a lot,0
hasnt loaded in almost days have played everyday for years and now it wont let me play at all im sure all my saved up loot and hundreds of trophies have been lost during this time,0
bad app for a great site linkedin is great but the app sucks i always have problems opening the app most of the times it asks me to retry or try later because the feed never loads there are a bunch of other bugs,0
old version was better this new version needs lots of work find web pages take much longer to load cant tell it not to remember passwords for all sites,0
occasionally i wont receive a notification of a messages so i dont know that someone has replied until i actually open the app and then suddenly lots of messages come through stars if that can be fixed,1
no google sync uninstall until it can sync with google calendar i hate having to use separate apps for these things,0
erroneous app the wechat app is not loading my location data and therefore im not able to find people nearby the previous version used to work fine in my droid but the new version is irritating me a lot now this app is of no use if i cant explore new friends in my locality,0
frozen review of temple run appropriate for the age of and up great game without the redicioulous violence provides sufficient rewards for successful achievements you can either turn on or off google play rewards very easy in temple run settings please click like if helpful many thanks to their tech support and developers for their great work,1
yup first thing i thought of for comment was freedom of choicevery important some of the people making choices for us are not well the i thought tony bennetthe good lifeto be sussinct,1
great app i mainly use it to keep the team together cross sites,1
complete bull was on and went to play and had lost all my boosters had over different boosters saved up some i payed for never again,0
ads placement is anoying we know ads was one of your source of income but placing ads in replies is taking anoying and greed to another level facebook had more ads but have you ever see them in the comments section,0
fb notification turns on automatically even after disabling it and tamil language is not quite clear,0
fast on slow phones this seems to be the fastest browser ive been able to find for slow phones its works great on my ancient samsung and nothing usually works great on this old phone lol,1
translation use it for browsing and visiting viet and chinese and other country sites for translations but using uc browser for downloading no other app can replace uc for fast downloading speed,0
after observation of all above things v should be hated all that which is outof humanity n moral ways of loves on natures beauty sweety n every mracles l were created by allahsubhanahutallah hence v loves all morally behave with everyone for deen duniyan n aakhirat for suxessfor all that v will get that output only for what v invested input for the same,0
very good one of the best app,1
everyone able to see highest score i would like to given one idea i could not saw everyone higher score atleast to member i want to see each and everyone highest score through on my mobile if you create this option everyone will be try to achive the highest score i hope you will be create this option of temple run,1
average not so good for watching online videos for watching videos i would prefer stock aosp google browser or uc browser mx player,0
i do not have word to appreciate this so just thank u verrrry very very very much founder of its,1
slow with weird lack of features really slow not sure why has good search bar but no way to add search engines cannot download images from google search no problem downloading from bing it seems there are good feature spread between this and opera mobile combined they would make a good browser but independently theyre not good enough,0
new update sux no more dead bases no more farming youre almost often match with the same th level or higher new shield system sucks too,0
better user interface worse quality the user interface is definitely better now but at the same time there is a bug concerning synchronising the contacts with the phone contacts and even when that bug got fixed the contact photo doesnt get shown any more in contrary to previous releases,0
please add option to provide pdf versions to download in mobiletabs,0
app requires frequent login password why the hell this app everytime requires password to openthis is not expected from proffesional app like thiswho the hell remembers password for each and every app or site,0
memory game the levels are so hard and less moves l do no how to pass levels but levels are so bour chico bar is very hard to finish please any of you send me life,1
it was good untill i upgrade overall opera mini is good the page loads faster and saves time but most of the time eventhough i have a good network connection it will show that there is no network connection then when i upgrade to this version the network speed after this update is really so fastwhen i tried to download a song eventhough i have g connection it downloads at a rate of kbsec it took mins to download a mb song in a g connection i am really frustrated with this so i am going to uninstall it,0
lucky money i have some money sent to me and i want to give to my chinese friends as token of luck but dont see lucky money or wallet anywhere i have english wechat,0
bye to coc my th and no loot option after th i found the only lac loot or less when someone attack on my clqn they got more then lac not possible to upgrade any thing,0
privacy at least put some option appear offline i mean for some people like me its a big pressure to be seen online like you need to response on every message or else you be called seenzone only if only i wanna do on facebook is to read on my newsfeed and just wanna response on message i want to pls reconsidered my review i tried to turn off chat but still can see me as online,0
game ruined because of ads i felt like redownloading after havent playing it in awhile but i was immediately frustrated a second awful mobile game ad popped up after the second level and after looking at the store i realized that you have to pay to remove ads yep uninstalling,0
puro malware viva telegram nose como han hecho que con la nueva funciăłn de marshmallow de compartir que te salgan contactos directamente solo te salga whatsapp siempre uso telegram y han conseguido que nunca me salga esta funciăłn con telegram y solo con whatsapp desinstalando ya,0
rashifal ni homepagemai bhaye sun ma sugandha hune,1
notification problems hangouts doesnt keep up with push notifications to update messages i have to go into the app and manually update been having this issue on and off for months,0
looks great works well and supports ubuntu but needs removable storage support an application like this is only as good as the service behind it and this is where dropbox excels it works flawlessly securely and even has a native client available for linuxbased operating systems ubuntu and steamos my only real complaint is the lack of support for removable storage such as micro sdxc memory cards for which a star is lost,1
it takes me two levels back and no boosters not happy with this gamei passed the hard level an i was two level forward to the hard level and i had boostersafter work i open the game no booster and i was two steps back back to the hard levelafter that the game switches its self off,0
account in private it just keep on saying that my account is in private and needs to verify but when i do it keeps on asking my cp number when i already filled the gven information it keeps mentioning about security i just dont know how to deal with it can you tell me how,0
brilliant but not complete please add more emojis and if possible themes too u need to compete with others eventually,1
good thank you for your previous reply but i think you guys got me wrong my friends are not able to endorse my skills and not the opposite i dont know how to enable the endorsement,0
i cant see my hud on my screen anymore ever since the new update my screen doesnt show up the images it used to now all i see are words floating in thin air with no back ground to itnot sure how to get help with this or to unis tall and reinstall,0
good good for slow connection this uc minilite version does not take much spacememory in ram it is faster also than uc,1
need more hey its preety awsm but plz develop the download task as fast as uc browser big verson,1
great app minus the spam best notetaking app honestly this app does everything you could possibly need it to keywords make searching for notes so easy however please stop pushing me so hard into paying for premium plans i do not need nor do i want them obviously if im dismissing the ad every time i use the app i must not be interested stop spamming me edit why are you still spamming me please please stop no does not mean keep asking,0
cant log into it tried to reset my password and i cant do it says that the reset key is expired or not valid i have all my pictures there đ,0
video player issue guysthis is unbelievable every time when i updated my video player it doesnt work now if i do full screen video start stops every sec is just imposible watch i really dont know what kind of update is this happens exactly the contrary that you affirm,0
good job but please reduce its size running services should consume less memory in background in new version there is no option to show only viber accounts in contacts menu it shows all contacts only blocked contacts should be invisible after blockingshow only allowed contacts thanks,0
great app good tool for my arsenal its like a virtual notebook or binder or file cabinet for me and its wonderful i use different apps for quick notes and tasks i would use it for tasks if it had repeating reminders ability to snooze them then also sync wgoogle calendar but if i need to save longterm notes or receipts or travel plans prayers spiritual writings howtos etc evernote is the app for that easy to use never loses my notes it is dependable and reliable i love using the desktop version also,1
cant play at all every time i load game it freezes then goes back to my home screen even tho iv reinstalled it many times,0
nice update really nice update this update is awesome but the quick search is really usless but its okay keep up the good works _,1
possible solution to trounle entering site i like this ap one reviewer says he couldnt get in after installing it at installation i was asked if i wanted to go through google or facebook i think i choose google now when i call it up there is a link to sign up here if i pressclick on that link it opens my todo page try that,0
good as far as i have it fast and reliable for now only thing is that scroll speed is somewhat faast but thats mayth be due some option in phone maybee,1
fully ads based even in data connection and loads pretty badly i suggest you to look annapurna post beta app why kantipur network required ads based activities in this app google advertisement must not be used while using data and what a load while using this app kmg app was better than this i suggest you to look annapurna post beta app while using from data first loading the advertisement and after that loading news what a bullshit coding fix this for star,0
why we have to use this google we think its a time to make some changes in your team who is planning and making this horrible aps is apple or microsoft paying you for that whats about dark theme for the beginning for this useless app and make ability for sending files pls make everything in one place we dont need dozen usless aps,0
multitab button on topright side is missing so u cant switch between multiple tabs easily bcoz the small box on the topright corner that tells u how many tabs r open isnt there any more also when u play video in a website the audio and video wont be moving at the same speed meaning the video frams will move ridiculously slow while audio plays at regular speed i guess thats the problem with the flash player overall poor web experience with this browser,0
i love it i love using uc browser mini because browsing speed of it is marvelous and mind blowing and the size of this app is so small so overall i would like to say that size of it is small but the work of it is big and awesome,1
bad new update sight by swipe in chats gone please put back the option where users could quickly record a sight just swiping down on the chats screen its horrible to try to record a sight now having to go through so many screens by the time its open now the moment is gone ive missed many moments i would have recorded before why change something that works well and not broken,0
unfollow tool does not function unfollow controls do not work on my tablet for friends i have to go to a pc based messenger to adjust this feature,0
want to know why did the other people i can see only post and i cant like or comment their post is that mean their unfriend me or something wrong with that,0
its ok useful appxcept now viber hasnt been working greatsometimes its says disconnected or something although i have a stable internet connectioni hope this gets fixed,0
we have a problem so ive noticed that twitter will let me like nonspecific things until im blue in the face but liking certain specific things get me booted from the app and i have to log back in let me repeat that like certain specific things gets me logged out and i have to log back in whats going on twitter support,0
viber about the voice messages and chatting viber is the best app in the market about the calling services even messenger performs better the app isnt optimised for wifi usage about the newest version until there is a new option introduced which allows you to see which of your friends have seen your message in a group chat well it is not working and this makes me a little bit mad finally the function was introduced in viber and still not working properly,1
meh hope it supports dual sim when used as default sms manager and hangouts running very slow when opening a conversation,0
makes everything so easy slack is easy to use and has all the right ridiculously well polished features and its backed by a genuine caring and honest team it almost seems like they want you to be happy even after you give them your money crazy,1
fail to launch i can sign i online via a pc but the app gets me nowhere it downloaded fine but now that it is on my phone i am in a never ending sign in loop where i get their blurb press the button to login enter un pw but then it takes me right back to the apps burn frustrating to say the least after i was so looking forward to making use of this app after having downloading it on chrome,0
bookmark folders what happened to the bookmark folders everything was organized like it was on my computer and now they are just on a list kind of hard to find things when they are like that,0
nice game its simply amazingbut i would like it better if we had custom options for graphics it runs extremely smooth but the developer should go easy on the memory that is it takes more space now than ever before but overall its an epic game,1
theyre everywhere i see angry birds everywhere because i cant stop playing this game get out my head devs đ because nothings perfect,1
not bad i like to every news bt i cant get found new update please update hour by hours,0
the worst this newer versionupdate might look nice but i stopped getting all push notifications also the app doesnt even work most of the time nothing loads and it keeps telling me to try again it worked fine before until the most recent update same as other apps it just gets worse and worse dont fix it if its not broke,0
great game too much ads angry birds is fun and a great way to kill time unfortunately it falls short of perfect due to numerous ads littering the game unless you get adfree be prepared to get ads up the butt,1
good ui ux and helpful in governance looking the fact that indian government specially indian railway and its officials are using twitter app rigorously for assistance and services i am installing it twitter is changing the way of governance in worlds biggest democracy india team twitter should also look to make twitter better and friendly for governance point of view if any possibility persists for same,0
fantastic love itthis is the best browser on the marketiv tried most of the others and they dont come closekeep up the good work,1
good chrome is improving but there are some problems we cant change the default download location app size is high cant save web pages for offline viewing cant stop loading web pages easily,1
only miss cache to be bought,0
down to star after backward redesign this app design was perfectly adequate as of fall then one of these useless all new redesigns was perpetrated now the old controls that let me manage the notification sound silent vibrate etc are nowhere to be found had to turn off notifications totally to keep my phone quiet that is unforgivably incompetent i find the overall design more confusing than prior layout as many other reviewers do boo from stars to,0
few ui updates group should be included with group status so that if common event is there then the event can be posted through group status and group name need not be changed as it becomes difficult to identify a particular group if a particular festival is there and all group name seems to be similar profile picture and profile status should be at one place not seperate for status we have shortcut but for profile picture we have to go into settings then profile then comes profile picture,0
unable to change alert sound not in options unable to enable alerts per channel on all or keywords and direct closer to a beta than an app,0
awesome aafnaii vasa ma lekhna paauda khusii lagyooeaataii aaru aaps haru pani nikaldaii gaarnuu hoola,1
refuses to clear history on exit and submitting reports does nothing since i have been reporting this for the last few months for those of you complaining about crashes that is probably because you do not have enough internal memory to run firefox properly,0
too many useless features does anybody actually use the speed dial cards why cant i get rid of the discovery button on speed dial also the my videos setting is pointless because i have a video player sometimes less is more,0
keep calm and play temple run its really fun the graphic is great and youll never feel boring with that game,1
temple run pretty good the game is funbut i would like it if it didnt have so many videos for one specific app most of the time it would also be nice if you could choose to be a boy or a girl character overall the game is okaypretty good,0
forgot my old wechat password i want to reopen old wechat me but i forgot my password for wechat old my old wechat info also incomplete there is no link with facebook i have no qq id telephone numbers also do not update but i remember my id how can i go back please help me đ,0
voice messages problem most times recorded message dont be delivered completely it is always missing a big part of it i noticed that this happens when ever the cellular network is unstable how ever it is a big disadvantage of the app hope you fix it so so i can give the app,0
why is there so much space there is so much white space and everything is so spaced out also the notifications are always late,0
great fun very addictive still brilliant loads o fun very clever and hugely moreish and i still love it,1
not able to play automatic closing since last two updates not abke to play game it closed suddenly in between automatically,0
candy crush i rated it a star because when i send out ticket request i never get them i know for a fact that people sent me tickets back and i only got,0
classic browsing at its best ive recently upgraded to android from a bb ive been using opera on my bb for years was actually disappointed with android at first until i installed mini webpages like facebook are back to the way they should be please dont change a thing using mini for facebook is the best where can i donate,1
the new updates are cool but whenever i try to favourite a tweet now it closes the app saying unfortunately twitter has stopped maybe its just my android idk,0
excellent reception amazing app that lets you keep in touch with family and friends without the worry of expensive mobile bills,1
load shedding widget not syncing the load shedding widget does not sync otherwise the app is awesome for me,1
awesome its a great game that will test your patience you may have to spend real money if you cant wait to move on or lack the skill needed to complete a stage there are more than stages so far im up to level and each level has at least stages,1
ehhh at first i gave whatsapp stars i am now decreasing them to three there are multiple reasons for this let me send videos no matter how long they are create a feature where i can make custom vibrations for different contacts being completely invisible when i block someone wake screen when i get a message notification if i choose to mark a message as unread it should reflect to the sender that the message is unread make video chat available update emojis,0
no dark background in this day and age an app produced by a company as large as facebook after moving away from xmpp thus stopping the use of third party software of the users choosing has no option for a darkblack background seriously get with the times,0
i love this guy he keep updating this simple app i think this app will rock soon,1
the ads ruin my fav app i mean the ads for viber desktop i dial my friend start talking and what happens next is my microphone turns off speakers turn on and the browser starts launching so my friend is saying something for everyone to hear because she cant hear me and i am pushing buttons like crazy trying to stop browser from launching it does take a while on my phone what happens every time is that viber desktop ad launches about s after i make a call thats the right way to stop me using the smartphone app,0
error i cannot edit my post with pictures the moment i do it will not change after save and it appears like when ur uploading but not yet done post in news feed and still there until i did reinstall the app this still happens even,0
firefox for android ok not full firefox but a good interpretation for small touchscreen devices firefox sync works well bookmarks and search history transfer as expected really helps following up with web searching on the road when i get home to the computer,1
worse startup become slow its mini or not i guess this apps only for highend device operaconfig cant be saved font data calculation every time are you trying to hack me that all bugs i found for now,0
annoying sometimes why does opera need to reload the pages ive opened for later viewing i have a decent phone with a lot of ram the old opera could do this just fine so why cant the new one my other problem occurs when reading text that requires zooming in and panning when scrolling down the address bar disappears great thats fine but when i pan left right it appears again jolting my text up and down making me loose my place highly annoying still happens when i toggle full screen,0
sometimes if i turn off wifi both messenger and fb apps stop responding and if i dont kill the app and leave it be for a while it would jam the phone looking for the cause,0
awesome,1
i cant send or read a message from facebook because the message icon has gone it replaced by a messenger icon on top so everytime i received a message i have to go to browser to see it because i dont have a messenger app and sometimes i cant even read a message at all because i dont always have a wifi connection i really hate it since ive been using mobile data sometimes hope yu can fix it soonest,0
its alrightđ i dont get to go on the cross wire ive got to why why whyđđđđđâ â â đđľđşđăđđi forgot to tell u no sound on this game i hate it,1
what is this google is an oldest browser to search something so when we want to do something on puffin browser then what is the benifit to use it plz make those things possible wich are possible on puffin especially for android phone i shall be thankful,0
too much pop up add average app with too much advertisement one star for the app and star for the pop up advertisement,0
the most useful app in the marketplace if used properly if youve ever thought how nice it would be to get rid of all the paper and clutter in your life and yet still have it available anytimeall the time using powerful searches then evernote is for you take a picture of anything and store it scan paper using your smart phone or scanner and store it all in a note forward emails directly into evernote drag and drop computer files create a note using your finger in handwriting or text mode clip pages or parts of web pages use voice,1
errors and bugs app of error,0
thank you thank you so much,1
update does not address facebook issue sadly you all seem not to care that your game is now limited by mandatory facebook connection that doesnt work deleting now,0
not letting me log in i try to log into my account with my user id and it says it needs to be verified by sending a code to my phone but it never does i even press resend mutiple times can you please help me,0
virus i think your site ìs infected as it is trying to install some update,0
i cant get back on facebook its my email thats wrong or my password no matter what i do it just sucks because i really want to talk to my grandchildren thats the only way i can see or hear from them most of the time,0
what is the point of having the jackpot when we spin the wheel if i never get it i mean has anyone ever got the jackpot if not i think its completely pointless and should be taken off,0
why theres a delay on the messages u will know u have messages when u open the app it doesnt notify u even if ur connected to internet wtf,0
totally loved it but how to open new tab in lollipop in kitkat to open new tab we have to swipe down form up but after i updated my software i cant find it plz reply fast,1
ads problem,0
great game really dislike the ads i usually dont write reviews but this time i am because its getting ridiculous every few rounds you play an ad will pop up out of nowhere while you are playing and interrupt your playing sessions making it extremely annoying i know the ads help with money but at least reduce the amount of time until the next ad pops up and forces you to watch it,0
no artifacts since months artifacts stopped to appear i have a mission to find it,0
the old one is better the previous version kept track of group conversations better now i cannot see new activity within groups i follow,0
good but a download are continue but a any one call and any appliation is start to a browsing speed is slow and cancel so founder solve this my problem plz,0
not supported your new updated temple run frozen shadows map is not supported to my device which is the samsung galaxy v ill give stars if you will make this updated map support my device plss i need to play that map ive been waiting this for a couple of months,0
wth why i cant login into wechat once i uninstall thn tried to redownload its shown as cant install app wechat cant be installed try again server error all my other apps can open why not wechat fixed this problem as well plsss gtlt,0
hamro keyboard this is good app no doubt about it however adding some features will definitely make it the best app following are few things observed the option to have the caps lock key enabled should be made available few letters were not available along with words also there are very less options when we go to the numbers option and one of the signs which is missing is the _underscore easy toggle option between the phone keyboard and app keyboard should be made post this it will be star,1
browser issue hi team when ever i press the back buttonoption automatically its closing the browser with a message please fix this issue,0
brilliant app brilliant app for browsing and for fbdownloading is fastest compared to other browsersone thing it has to improve is that it should be made safer for browsing nd some web pages does not open in this browser,1
more than notes just use it for notes but it is a powerful app like the checklist but we use a shopping list program for that and sync with my wifes htc m may want to try sharing with this app soon though,1
great application but the premium notifications have become too invasive leading to unpleasant clutter alternative options are becoming much more attractive due to this,0
continually fails to upload files great when it works but i have had enormous trouble with getting it to auto upload from my phone usually i have to uninstall then reinstall to get this function which is the one that i use dropbox for the most to work very annoying,0
i remember back when this was a âł ipod app not filled with bullshit like adds and powerups go back to what you used to be rio ruined every other angry birds game,1
fix it dammit why is my push notifications not appearing i have people enabled but i only get a tweet for every minutes instead of all of them at the same time i reinstalled the app countless times but they dont appear ar all ive already missed tweets in other minute and i shouldve got notified for them all but i only got for tweet fix this update im not liking it,0
better background playback and new tab position firefox is the bestlooking browser on android if i do say so myself what i hope for are video sounds playing smoothly when the app runs in the background since i use youtube as ambience a lot and the new tab button being on top of the menu like the other browsers to make navigation easier,1
for this new updateđ didnt showing facebook massages in candycrush no life no help am helpless now plz do something,0
hamro keyboard it is fantastic app for mobile and to write in nepali or hindi i use this app becoz type in english as nepali lipi it will change automatic in neali eg haami nepali hau itll change into ŕšŕžŕžŕľ ŕŕľŕşŕžŕŕľ ŕšŕľŕľ tq,1
awsome but i ââââââââââ this game but i dont like the frozen bit my sister has had eye site and she can see the normal one and she cant see the frozen ones so she keeps dieing luckerly we can change back to the normal one but the frozen one takes longer to load so when the frozen whone is out the window i will rate stars but the rest is awesome,1
connection issues app always says cant refresh now try later which in particular has to do with the net but my wifi works well enough i can even play online games i can refresh my feed at ig and twitter so why cant i refresh my fb feed fix it please,0
love new material design,1
i dont get notifications from people anymore also the number of notifications i got doesnt go away after i have checked it it kind of just stays there,0
awesome game but this is such a great game but there are way to many adds every time you get passed a level theres another add but even with all the adds its still an amazing game,0
new ui looks good but still laggy and unstable and wtf with ads,0
extremely useful app but has a tendency every so often to glitch out and eat half my battery before i realize what its doing also needs to let users define a cap on how much device storage it can hog i recently discovered this app eating nearly a gig of my tablets already scarce internal storage all on its own i now clear its data manually every few weeks to stop this,1
awesome cant be productive without evernote i always find myself searching for new and old notes great app,1
good app for free this is a great collabo app especially since its free i asked for things and slack delivered proper gif viewing ability to change profile pic from app functionality complete,1
server error cannot loginserver error all my other application can openbut wechat canttry uninstall and install again still cantpls respond,0
very user friendly for those looking for a straight forward note taking app that syncs across devices and has user friendly features look no further evernote simplified my electronic note taking with charm,1
star new update i am a busy man and dont always have hours to play games coc let me pick when i had time to play after the update that is no longer true now i have to get on every few hours and raid for hours and hours just to level building they made the game for the hardcore players not the average player,0
not supported my phon galaxy core i have been use face book last one year resantly i have a problam so i will create a new account now that is in a same problam any time asking a conformation code what s going on plz answer me plz help me now what i do sent the anwer my email,0
great hamro patro,1
a avid fan of wapp thats what we call it a recommendation if u guys can include a feature in which i can stay offline even when the internet connectivity is on right now if the internet is on i keep getting msgs even though i want to stay offline n receive no msgs please work on this rest u people rock đ,1
its very helpful,1
really i honestly ussd to love this app now i realize its honestly terrible i still use it every so often but for sms i suppose theres bulk in the programming but i can have g lte and be told i have no signal to send a text youre better than this google,0
sucks the new update especially the multiplayer game bonuses sucks please return to before system only this time im getting more loots but supercell stop it saying im playing too long without shield then u got my village under attack and loose many of my loots ur crazy đ,0
used to be good everything was great until i updated this most recent version now im on facebook on my cell it kicks me off repeatedly i try and like something it takes several times tapping the screen before it even lets me if i dont get kicked off please fix this,0
how to upgrade angry birds angry birds is really cool however if you were to upgrade it i would make more birds do different things second make more challenges and be able to customise your own birds with armour and different powers then when you know what maps you have to destroy you can choose what bird will be best to use,1
man i hate google and android went into my messaging and the default had changed to hangouts instead of sms stop forcing settings to change when you push through updates man im moving to apple as soon as i am able i hate this phone and your system,0
help me out im not able to send or receive any msgs and wen i try to back up my chat it tels dat im on roaming so chats cant be backed up on my internal sd card,0
way to ruin it this game was good at one point i supported this game with real money if you cant say anything nice i hope other people can find a good time playing this,0
hami neoali hamro dukha sukaha ko sathi thanks for the first news,1
nice but one request plz include find text option in page as in pcs browsers we press ctrlf to find the text in the browsers page there should be an option of video quality adjustment in settings,1
very adventurous game i love it very nice thrilling game everyone should download it and play very addictive game i just stick on it good graphics and sound improved by the previous partđđđđđđđđ,1
good app all is good but sometime its cannot see live but otherwise its great app,1
smart and fun im late to the party if i knew it was this fun id have downloaded it sooner,1
it was working great before the bugs worse with the bugd and without,0
ads ads and more ads i dont mind having ads but when its a second long commercial between each game it becomes annoying to me i deleted this i dont remember that many ads last time i played this if you can handle ads all the time its a fun game to play but no longer for me,0
it is best app for regular news update but please add more news updates in nepali language too,1
was great broken with marshmallow i lauded evernote for working across more devices and os than other products but dropping stars as with android if you format sdcard as internal required to effectively use sdcard for apps and games evernote will not run it asks for a memory card,1
ads are way to heavy listen to the bad reviews there are ads after every round whether you pass it or fail it sometimes there are ads before the next round starts to you spend more time on ads than game play i develop web apps and honestly many people rely on ads to make a living i can appreciate that all to well however these developers have went far beyond that frankly they are disrespectful nitwits,0
amazing upgrade love the upgrade in the game just when i thought this game couldnt get any better it exceeds my expectations good job guys,1
speed mode not work why speed mode not work anymore in some site it always open in mobile mode even the speed mode on edit after update speed mode become more useless even now in tumblrblog also somesite become cant opened and video stream sound like lower than before its hard to hear it withou earphone do you want me give star please fix it if i wrong edit what i want is speed mode bcome useful again why you give advice to turn off it i hv did clear cache or everything you said but nothing happened,0
hooked but no cutting out its a fab game and im hooked but i do get kicked out on occasions part way through a game,0
need some improvements hey guys i personally love this app as it is too easy to type in nepali as it automatically unicodes but you need to add some more features this app doesnt include capslock theme customizationit is really hard to type in big screen tabletsphones coz its size relatively small so please in next update include the features mentoined above then it will worth đ đđ đ đ thanks,1
